"Code","SampleID","FieldID","Collector","Bag","T3","T4","GC","logT3","logT4","logGC","Site","Territory","Biol.Season","Year","Month","Day","Condition","Lat","Long","Geno.Sp","Cytb_Sp","Individual","Sex","Breeder","Anthropogenic"
142,"S21_3223","20210723-JK-415","JK",5,183.7,166.8,109.2,5.21330399222108,5.11679548992465,4.6931810633108,"STMA","Bernal","Dispersal",2021,7,23,"fresh",37.734636,-122.421051,"coyote",NA,"SFCoy119","Male","",0.198465146
143,"S21_3224","20210724-JK-416","JK",5,203.1,98,468.7,5.31369846858634,4.58496747867057,6.14996290492866,"LAKE","Merced","Dispersal",2021,7,24,"fresh",37.729695,-122.48071,"coyote",NA,"SFCoy61","Male","Yes",0.123754905
146,"S21_3227","20210725-JK-419","JK",5,143,162.4,159.6,4.96284463025991,5.09006242772758,5.07267068501571,"STMA","Bernal","Dispersal",2021,7,25,"fresh",37.734636,-122.421051,"coyote",NA,"SFCoy100","Male","",0.174329502
149,"S21_3230","20210726-JK-422","JK",5,265.8,351.8,60.7,5.58274414627915,5.86306283230346,4.10594369806545,"STMA","Bernal","Dispersal",2021,7,26,"fresh",37.734636,-122.421051,"coyote",NA,"SFCoy100","Male","",0.95245352
150,"S21_3231","20210727-JK-423","JK",5,45.6,67.3,57.6,3.81990771652034,4.20916023665068,4.05352256770185,"SFGC","Merced","Dispersal",2021,7,27,"fresh",37.710304,-122.477567,"coyote",NA,"SFCoy96","Female","Yes",0.759829968
151,"S21_3232","20210729-JK-425","JK",5,24,126,160.1,3.17805383034795,4.83628190695148,5.07579862000267,"STFA","St. Francis","Dispersal",2021,7,29,"fresh",37.73783347,-122.4709839,"coyote",NA,"SFCoy97","Female","Yes",0.805263158
152,"S21_3235","20210802-JK-428","JK",5,55.3,103.2,46.9,4.01277290852829,4.63666885304746,3.84801767545223,"SFGC","Merced","Dispersal",2021,8,2,"fresh",37.710304,-122.477567,"coyote",NA,"SFCoy116","Male","",0.980029955
153,"S21_3236","20210803-JK-429","JK",5,70,230.8,25.7,4.24849524204936,5.44155153463394,3.24649099190117,"STMA","Bernal","Dispersal",2021,8,3,"fresh",37.734636,-122.421051,"coyote",NA,"SFCoy126","Female","",1
154,"S21_3237","20210807-JK-431","JK",5,182.8,368.1,50,5.20839265902005,5.90835464038498,3.91202300542815,"STFA","St. Francis","Dispersal",2021,8,7,"fresh",37.73783347,-122.4709839,"coyote",NA,"SFCoy97","Female","Yes",0.81678214
155,"S21_3239","20210809-JK-433","JK",5,78.8,218.2,14,4.36691299686383,5.38541207339897,2.63905732961526,"BERN","Bernal","Dispersal",2021,8,9,"fresh",37.743102,-122.413843,"coyote",NA,"SFCoy117","Female","",0.039356394
157,"S21_3241","20210913-TC-01","TC",5,63.6,153.1,34.7,4.15261347034608,5.03109130266364,3.54673968695281,"SFGC","Merced","Dispersal",2021,9,13,"fresh",37.71174,-122.483,"coyote",NA,"SFCoy99","Male","",0.834309623
162,"S21_1293","20210414-JK-312","JK",23,7.7,39.4,75,2.04122032885964,3.67376581630389,4.31748811353631,"SFGC","Merced","Pupping",2021,4,14,"fresh",37.710304,-122.477567,"coyote",NA,"SFCoy96","Female","Yes",0.29844098
164,"S21_1295","20210420-JK-314","JK",23,204.2,191.2,50.2,5.31909990573056,5.2533200006173,3.91601502669768,"TGPH","Coit","Pupping",2021,4,20,"fresh",37.802864,-122.406001,"coyote",NA,"SFCoy95","Male","Yes",1
165,"S21_1297","20210422-JK-316","JK",23,51.2,73.1,19.5,3.93573953204546,4.29182836675573,2.9704144655697,"TGPH","Coit","Pupping",2021,4,22,"fresh",37.802864,-122.406001,"coyote",NA,"SFCoy87","Male","",0
166,"S21_1298","20210423-JK-317","JK",23,18.2,37.1,154.1,2.90142159408275,3.61361696961339,5.03760174232607,"SUNS","Sunset Res","Pupping",2021,4,23,"fresh",37.750072,-122.483664,"coyote",NA,"SFCoy87","Male","",0
167,"S21_1299","20210425-JK-318","JK",23,85.7,183.4,36.2,4.45085282560373,5.21166955982236,3.58905911883173,"TGPH","Coit","Pupping",2021,4,25,"fresh",37.802864,-122.406001,"coyote",NA,"SFCoy66","Female","Yes",1
169,"S21_1301","20210425-JK-320","JK",23,54.3,59.8,353.2,3.99452422693989,4.09100566095659,5.8670344687298,"BERN","Bernal","Pupping",2021,4,25,"fresh",37.743102,-122.413843,"coyote",NA,"SFCoy14","Male","Yes",0.088383838
170,"S21_1302","20210426-JK-321","JK",23,92.4,196,69.5,4.52612697864764,5.27811465923052,4.24132675257075,"SUNS","Sunset Res","Pupping",2021,4,26,"fresh",37.750072,-122.483664,"coyote",NA,"SFCoy87","Male","",0.994768963
171,"S21_1303","20210426-JK-322","JK",23,384.4,218.5,583.3,5.95168367709614,5.38678601453564,6.36870163375959,"SUNS","Sunset Res","Pupping",2021,4,26,"fresh",37.750072,-122.483664,"coyote",NA,"SFCoy45","Female","",0.553167421
176,"S21_1310","20210501-JK-329","JK",23,28.2,72.8,59.9,3.33932197794407,4.28771595520264,4.0926765051214,"TGPH","Coit","Pupping",2021,5,1,"fresh",37.802864,-122.406001,"coyote",NA,"SFCoy66","Female","Yes",0.070247934
177,"S21_1312","20210503-JK-331","JK",23,78.6,144.9,106.8,4.36437169943516,4.97604384932664,4.67095792652609,"TGPH","Coit","Pupping",2021,5,3,"fresh",37.802864,-122.406001,"coyote",NA,"SFCoy66","Female","Yes",0.567375887
179,"S21_1314","20210504-JK-333","JK",23,49.3,800.5,127.2,3.89792408104864,6.68523653243677,4.84576065090602,"TGPH","Coit","Pupping",2021,5,4,"fresh",37.802864,-122.406001,"coyote",NA,"SFCoy66","Female","Yes",0.115895557
180,"S21_1316","20210507-JK-335","JK",23,71.1,119.1,34.1,4.26408733680919,4.77996347636125,3.52929738428947,"SUNS","Sunset Res","Pupping",2021,5,7,"fresh",37.750072,-122.483664,"coyote",NA,"SFCoy87","Male","",0
209,"S21_3387","20210902-JK-526","JK",10,73.2,42,276,4.29319542096727,3.73766961828337,5.62040086571715,"TGPH","Coit","Dispersal",2021,9,2,"fresh",37.802864,-122.406001,"coyote",NA,"SFCoy95","Male","Yes",0.948606708
213,"S21_3398","20210904-JK-537","JK",10,99.1,50.2,75.8,4.59612944133594,3.91601502669768,4.32809829264833,"STMA","Bernal","Dispersal",2021,9,4,"fresh",37.734636,-122.421051,"coyote",NA,"SFCoy119","Male","",0.77093185
216,"S21_3395","20210904-JK-534","JK",10,66.6,127.3,234.2,4.19870457754634,4.84654650556336,5.45617545116362,"STFA","St. Francis","Dispersal",2021,9,4,"fresh",37.73783347,-122.4709839,"coyote",NA,"SFCoy129","Female","",0
221,"S21_3403","20210905-JK-545","JK",10,47.3,31.6,51.2,3.85651029549789,3.45315712059287,3.93573953204546,"BERN","Bernal","Dispersal",2021,9,5,"fresh",37.743102,-122.413843,"coyote",NA,"SFCoy126","Female","",1
224,"S20_3647","20200417-DH-01","DH",32,68.5,56.4,135.8,4.22683374526818,4.03246915850401,4.9111832151246,"PRES","Presidio","Pupping",2020,4,17,"fresh",37.796938,-122.464181,"coyote","coyote","SFCoy24","Female","Yes",0
225,"S21_0007","20200921-DH-01","DH",32,76.9,54.6,305.1,4.3425058765116,4.00003388275086,5.72063959172262,"PRES","Presidio","Dispersal",2020,9,21,"fresh",37.789562,-122.474922,"coyote","coyote","SFCoy8","Male","",0
231,"S20_3668","20200713-TC-02","TC",32,117.1,235.9,91.9,4.76302827060367,5.46340798641363,4.52070102936164,"OLYM","Merced","Dispersal",2020,7,13,"fresh",37.70487,-122.48929,"coyote","coyote","SFCoy20","Male","",0.687548013
232,"S20_3669","20200713-TC-03","TC",32,59.5,65.4,34.1,4.08597631255158,4.18052225846315,3.52929738428947,"OLYM","Merced","Dispersal",2020,7,13,"fresh",37.70487,-122.48993,"coyote","coyote","SFCoy20","Male","",0.03850365
234,"S20_3671","20200713-TC-05","TC",32,146.2,63.7,225.1,4.98497554731568,4.15418456257812,5.41654474791269,"OLYM","Merced","Dispersal",2020,7,13,"fresh",37.70419,-122.488,"coyote","coyote","SFCoy21","Female","",0.255316172
236,"S20_3682","20200715-TC-08","TC",32,226.6,187.9,486.2,5.42318634859391,5.23590990641942,6.18662006188202,"TGPH","Coit","Dispersal",2020,7,15,"fresh",37.80315,-122.40625,"coyote","coyote","SFCoy109","Male","",0.706292273
237,"S20_3684","20200716-TC-02","TC",32,64.4,73.2,88.5,4.16511363311031,4.29319542096727,4.48300255201388,"LEND","Land's End","Dispersal",2020,7,16,"fresh",37.78644,-122.4956,"coyote","coyote","SFCoy12","Female","Yes",0.011554995
240,"S20_3727","20200729-TC-04","TC",38,64.9,37.5,131.5,4.17284762371004,3.62434093297637,4.87900685161782,"LAGU","Glen","Dispersal",2020,7,29,"<2 days",37.75039,-122.4595,"coyote","coyote","SFCoy85","Female","Yes",0.949431702
246,"S20_3741","20200803-TC-12","TC",38,112.5,90.4,103.8,4.72295322164447,4.50424426739813,4.64246597073179,"STMA","Bernal","Dispersal",2020,8,3,"<2 days",37.73387,-122.42145,"coyote",NA,"SFCoy14","Male","Yes",0.889589905
249,"S20_3747","20200804-TC-05","TC",38,305.5,825.4,77.3,5.72194977861165,6.71586811731848,4.34769395559338,"BVP","Corona","Dispersal",2020,8,4,"<2 days",37.76967,-122.44194,"coyote",NA,"SFCoy13","Male","Yes",0.016372796
251,"S20_3753","20200805-TC-05","TC",38,30.2,38,50.5,3.40784192438082,3.63758615972639,3.92197333628131,"LAGU","Glen","Dispersal",2020,8,5,"<2 days",37.75036,-122.46026,"coyote",NA,"SFCoy17","Male","",0
252,"S20_3757","20200810-TC-03","TC",38,90.7,95.6,23.7,4.50755735712109,4.56017282005736,3.16547504814109,"OLYM","Merced","Dispersal",2020,8,10,"<2 days",37.70404,-122.48923,"coyote",NA,"SFCoy95","Male","Yes",0.993618379
257,"S20_3792","20200817-TC-12","TC",38,43.1,61.3,63.6,3.7635229971097,4.11577984294217,4.15261347034608,"GLEN","Glen","Dispersal",2020,8,17,"<2 days",37.7428,-122.4425,"coyote","coyote","SFCoy9","Male","",0
259,"S20_3798","20200819-TC-02","TC",38,144.2,93.2,879.1,4.97120122485085,4.53474772169155,6.77889865685713,"PRES","Presidio","Dispersal",2020,8,19,"<2 days",37.79246,-122.45115,"coyote","coyote","SFCoy33","Male","",0.893168472
264,"S21_5080","20211230-TC-07","TC",33,81,170.7,189.6,4.39444915467244,5.13990762980039,5.24491658982092,"LEND","Land's End","Mating",2021,12,30,"<2 days",37.78415,-122.50575,"coyote",NA,"SFCoy161","Male","",0
265,"S21_5082","20211231-TC-01","TC",33,38,51.8,131.3,3.63758615972639,3.94739014926544,4.87748478130875,"MCLA","McLaren","Mating",2021,12,31,"<2 days",37.72103,-122.41222,"coyote",NA,"SFCoy162","Male","",0.052083333
266,"S21_5084","20211231-TC-03","TC",33,55,37.7,464.3,4.00733318523247,3.62966009445396,6.14053089502588,"MCLA","McLaren","Mating",2021,12,31,"<2 days",37.71732,-122.41619,"coyote",NA,"SFCoy93","Male","Yes",0.693662177
268,"S21_4901","20210918-JK-577","JK",33,77.7,58.8,497.1,4.3528552573736,4.07414185490458,6.20879121310063,"GLEN","Glen","Dispersal",2021,9,18,"<2 days",37.742249,-122.442412,"coyote",NA,"SFCoy81","Female","Yes",0.922005571
269,"S21_4902","20210918-JK-578","JK",33,162.2,140.7,219.8,5.08883014168131,4.94662996412034,5.39271804196952,"GLEN","Glen","Dispersal",2021,9,18,"<2 days",37.742249,-122.442412,"coyote",NA,"SFCoy111","Male","",0
270,"S21_4907","20210920-JK-583","JK",33,238.5,251,156.3,5.4743693103284,5.52545293913178,5.05177723742743,"HYDE","Coit","Dispersal",2021,9,20,"<2 days",37.804161,-122.420974,"coyote",NA,"SFCoy121","Female","",1
272,"S21_4915","20210924-JK-591","JK",33,93.1,64,57.9,4.53367418428302,4.15888308335967,4.05871738457895,"STFA","St. Francis","Dispersal",2021,9,24,"<2 days",37.73783347,-122.4709839,"coyote",NA,"SFCoy129","Female","",0.676451613
273,"S21_4916","20210924-JK-592","JK",33,124.2,124.6,107.4,4.82189316949938,4.82510860635335,4.67656018207476,"STFA","St. Francis","Dispersal",2021,9,24,"<2 days",37.73783347,-122.4709839,"coyote",NA,"SFCoy129","Female","",0.73395371
274,"S21_4926","20210927-JK-602","JK",33,97.3,81.3,44.1,4.57779898919196,4.39814601655377,3.7864597824528,"HYDE","Coit","Dispersal",2021,9,27,"<2 days",37.804161,-122.420974,"coyote",NA,"SFCoy125","Male","",0.025164628
275,"S21_4927","20210927-JK-603","JK",33,901.5,305.2,99.9,6.80406004264337,5.7209672994103,4.60416968565451,"HYDE","Coit","Dispersal",2021,9,27,"<2 days",37.804161,-122.420974,"coyote",NA,"SFCoy112","Female","",0.582154267
276,"S21_4928","20210927-JK-604","JK",33,99.9,45,41.8,4.60416968565451,3.80666248977032,3.73289633953071,"HYDE","Coit","Dispersal",2021,9,27,"<2 days",37.804161,-122.420974,"coyote",NA,"SFCoy125","Male","",0.015088563
277,"S21_4929","20210927-JK-605","JK",33,854.3,207.1,146.8,6.75028242015757,5.33320176840154,4.98907111618042,"HYDE","Coit","Dispersal",2021,9,27,"<2 days",37.804161,-122.420974,"coyote",NA,"SFCoy112","Female","",0.939605504
278,"S21_4930","20210927-JK-607","JK",33,289.1,201.8,225.7,5.6667726490223,5.30727710791951,5.41920668382349,"HYDE","Coit","Dispersal",2021,9,27,"<2 days",37.804161,-122.420974,"coyote",NA,"SFCoy125","Male","",0.847272727
279,"S21_4944","20211004-JK-621","JK",33,68.9,58.2,216.4,4.23265617801961,4.06388535473739,5.37712854697233,"HYDE","Coit","Dispersal",2021,10,4,"<2 days",37.804161,-122.420974,"coyote",NA,"SFCoy113","Female","",0.655737705
281,"S21_1163","20210222-JK-260","JK",26,45.9,46.5,89.5,3.8264651170665,3.83945231259331,4.49423862528081,"GGPE","GGP - East","Mating",2021,2,22,"fresh",37.768042,-122.476381,"coyote","coyote","SFCoy73","Male","Yes",0.229456041
283,"S21_1162","20210222-JK-259","JK",26,26,27.6,79.9,3.25809653802148,3.3178157727231,4.38077585277223,"GGPE","GGP - East","Mating",2021,2,22,"fresh",37.768042,-122.476381,"coyote",NA,"SFCoy73","Male","Yes",0.669032533
284,"S21_1161","20210222-JK-258","JK",26,54.2,74.3,117.9,3.9926809084456,4.30811095172371,4.76983680754333,"GLEN","Glen","Mating",2021,2,22,"fresh",37.742249,-122.442412,"coyote","coyote","SFCoy81","Female","Yes",0.80758427
286,"S21_1166","20210224-JK-263","JK",26,53,45.5,171.9,3.97029191355212,3.8177123259569,5.1469129123888,"BERN","Bernal","Mating",2021,2,24,"fresh",37.743102,-122.413843,"coyote",NA,"SFCoy14","Male","Yes",0.925664594
287,"S21_1167","20210224-JK-264","JK",26,445.9,175.7,31.1,6.10009471163343,5.16877799519305,3.43720781918519,"BERN","Bernal","Mating",2021,2,24,"fresh",37.743102,-122.413843,"coyote","coyote","SFCoy45","Female","",0.824651004
288,"S21_1168","20210226-JK-265","JK",26,43.1,62.4,88.7,3.7635229971097,4.13356527537538,4.48525988931553,"LEND","Land's End","Mating",2021,2,26,"fresh",37.78454,-122.50495,"coyote",NA,"SFCoy12","Female","Yes",0.936721231
289,"S21_1180","20210312-JK-277","JK",26,237,361.2,204.8,5.46806014113513,5.88943182154283,5.32203389316535,"BERN","Bernal","Pupping",2021,3,12,"fresh",37.743102,-122.413843,"coyote",NA,"SFCoy44","Female","Yes",1
291,"S21_1172","20210302-JK-269","JK",26,237.4,278.4,101.8,5.46974648217557,5.62905892846026,4.62301010411642,"SFGC","Merced","Pupping",2021,3,2,"fresh",37.710304,-122.477567,"coyote",NA,"SFCoy90","Female","",0.988749326
292,"S21_1173","20210309-JK-270","JK",26,72.9,88.5,168.8,4.28908863901461,4.48300255201388,5.12871458216186,"GLEN","Glen","Pupping",2021,3,9,"fresh",37.742249,-122.442412,"coyote","coyote","SFCoy9","Male","",0.031111111
293,"S21_1174","20210310-JK-271","JK",26,552.7,362.6,82.7,6.31481535883922,5.89330029832075,4.41521960202965,"GGPE","GGP - East","Pupping",2021,3,10,"fresh",37.768042,-122.476381,"coyote",NA,"SFCoy73","Male","Yes",0.945052014
298,"S21_1177","20210310-JK-274","JK",26,416.3,47.6,293.7,6.03140615420093,3.86283276123737,5.68255883820457,"GLEN","Glen","Pupping",2021,3,10,"fresh",37.742249,-122.442412,"coyote","coyote","SFCoy9","Male","",0.015137181
301,"S21_0025","20201111-TC-17","TC",37,344.7,43.1,147.5,5.84267447352282,3.7635229971097,4.99382817577987,"MCLA","McLaren","Mating",2020,11,11,"<2 days",37.71739,-122.41344,"coyote",NA,"SFCoy87","Male","",0.614971026
303,"S21_0023","20201111-TC-15","TC",37,316.6,89.3,76.3,5.75763914744691,4.49200148788245,4.33467293829041,"LAGU","Glen","Mating",2020,11,11,"<2 days",37.74911,-122.45521,"coyote",NA,"SFCoy17","Male","",0
